,site_id,PM25,PM25_clean,site_name,lat,lon,PM25_clean_count,PM25_DA,year,PM25_count,PM25_DA_before,timestamp_count,percentage_change,compliance_change_non_to_compl,compliance_change_compl_to_non,compliance_change,pollutant_before_cleaning_mass_conc,pollutant_after_cleaning
1,site_168,22.796492030557392,22.38028029925187,Bandra_Mumbai_MPCB,19.0627,72.84614,20050.0,57.063979963570134,2020,21206.0,60.354052823315115,35136.0,-1.8257709596178893,False,False,False,22.796492030557392,22.38028029925187
6,site_261,,,Airoli_Navi_Mumbai_MPCB,19.1494,72.9986,,0.0,2020,,0.0,,,False,False,False,,
11,site_5102,40.36905317183329,39.50137061707836,Vasai_West_Mumbai_MPCB,19.3832,72.8204,21618.0,61.52663934426229,2020,24355.0,69.31637067395265,35136.0,-2.1493755403714645,True,False,True,40.36905317183329,39.50137061707836
16,site_5103,59.86810901749664,59.655633025575725,Nerul_Navi_Mumbai_MPCB,19.008751,73.01662,18846.0,53.63729508196722,2020,20804.0,59.20992714025501,35136.0,-0.35490680331797597,False,False,False,59.86810901749664,59.655633025575725
21,site_5104,44.24305416897763,43.76143908217982,Kurla_Mumbai_MPCB,19.0863,72.8888,24057.0,68.46823770491804,2020,27045.0,76.97233606557377,35136.0,-1.0885665464196381,False,False,False,44.24305416897763,43.76143908217982
26,site_5106,45.51547627215552,44.756009352093685,Vile_Parle_West_Mumbai_MPCB,19.10861,72.83622,23738.0,67.56033697632058,2020,26235.0,74.66700819672131,35136.0,-1.6685905152802787,False,False,False,45.51547627215552,44.756009352093685
31,site_5107,39.08419287133167,39.30203389830508,Chhatrapati_Shivaji_Intl._Airport_(T2)_Mumbai_MPCB,19.10078,72.87462,23600.0,67.16757741347905,2020,26681.0,75.93636156648452,35136.0,0.557363504193525,False,False,False,39.08419287133167,39.30203389830508
36,site_5112,39.16680670261416,38.73902407825432,Powai_Mumbai_MPCB,19.1375,72.915056,26580.0,75.64890710382514,2020,29302.0,83.39594717668488,35136.0,-1.092207050750682,False,False,False,39.16680670261416,38.73902407825432
41,site_5113,33.36205605199025,33.005464475900055,Borivali_East_Mumbai_MPCB,19.2243333,72.8658113,21971.0,62.53130692167578,2020,24620.0,70.07058287795994,35136.0,-1.068853716732854,False,False,False,33.36205605199025,33.005464475900055
46,site_5114,49.52593437237375,48.71717393151499,Mahape_Navi_Mumbai_MPCB,19.1135051,73.008978,23538.0,66.99112021857924,2020,26178.0,74.50478142076503,35136.0,-1.6330039021129361,False,False,False,49.52593437237375,48.71717393151499
51,site_5115,42.726512065604624,42.34822774985216,Worli_Mumbai_MPCB,18.9936162,72.8128113,27056.0,77.00364298724955,2020,29754.0,84.68237704918032,35136.0,-0.8853620327623005,False,False,False,42.726512065604624,42.34822774985216
56,site_5119,41.38978304998732,41.08853214890017,Sion_Mumbai_MPCB,19.047,72.8746,28368.0,80.73770491803278,2020,31528.0,89.73132969034609,35136.0,-0.7278388019655092,False,False,False,41.38978304998732,41.08853214890017
61,site_5120,34.61191472868217,34.56110100049799,Colaba_Mumbai_MPCB,18.91,72.82,22089.0,62.86714480874317,2020,24510.0,69.75751366120218,35136.0,-0.14680993115377375,False,False,False,34.61191472868217,34.56110100049799
66,site_5392,92.83029060941227,92.58663508260447,Bandra_Kurla_Complex_Mumbai_IITM,19.053536,72.84643,4116.0,11.71448087431694,2020,4611.0,13.123292349726775,35136.0,-0.2624741614059913,False,False,False,92.83029060941227,92.58663508260447
71,site_5394,100.98514142335766,98.1157666077292,Mazgaon_Mumbai_IITM,18.96702,72.84214,3959.0,11.26764571948998,2020,4384.0,12.477231329690346,35136.0,-2.8413831729949734,False,False,False,100.98514142335766,98.1157666077292
76,site_5396,97.57052560036249,96.89664280424589,Deonar_Mumbai_IITM,19.04946,72.923,4051.0,11.529485428051002,2020,4414.0,12.562613843351548,35136.0,-0.6906622588841496,False,False,False,97.57052560036249,96.89664280424589
81,site_5397,56.16792943361189,55.499936842105264,Khindipada-Bhandup_West_Mumbai_IITM,19.1653323,72.922099,950.0,2.7037795992714027,2020,1077.0,3.0652322404371586,35136.0,-1.1892775792922257,False,False,False,56.16792943361189,55.499936842105264
86,site_5398,52.44119588981198,51.61025160335472,Navy_Nagar-Colaba_Mumbai_IITM,18.897756,72.81332,4054.0,11.538023679417122,2020,4574.0,13.017987249544626,35136.0,-1.5845258147873247,False,False,False,52.44119588981198,51.61025160335472
91,site_5399,91.20424954792044,90.05248904042864,Chakala-Andheri_East_Mumbai_IITM,19.11074,72.86084,2053.0,5.843010018214937,2020,2212.0,6.295537340619307,35136.0,-1.2628364502759755,False,False,False,91.20424954792044,90.05248904042864
96,site_5400,48.9879901500938,48.50869346733669,Borivali_East_Mumbai_IITM,19.23241,72.86895,3781.0,10.761042805100182,2020,4264.0,12.135701275045538,35136.0,-0.9783962993554074,False,False,False,48.9879901500938,48.50869346733669
101,site_5401,96.532050457581,96.82606246514224,Sector-19A_Nerul_Navi_Mumbai_IITM,19.044,73.0325,3586.0,10.206056466302368,2020,4043.0,11.506716757741348,35136.0,0.30457449745196,False,False,False,96.532050457581,96.82606246514224
106,site_5402,107.97961865380196,97.83411542338708,Malad_West_Mumbai_IITM,19.19709,72.82204,3968.0,11.293260473588344,2020,4353.0,12.389002732240437,35136.0,-9.39575760398156,False,False,False,107.97961865380196,97.83411542338708
111,site_5403,,,Siddharth_Nagar-Worli_Mumbai_IITM,19.000083,72.813993,,0.0,2020,,0.0,,,False,False,False,,
116,site_5412,93.9315592203898,94.19792153589316,Kandivali_East_Mumbai_MPCB,19.2058,72.8682,1198.0,3.409608378870674,2020,1334.0,3.7966757741347905,35136.0,0.28357063133424293,False,False,False,93.9315592203898,94.19792153589316
121,site_5413,85.30872435325603,84.81071572580645,Mulund_West_Mumbai_MPCB,19.175,72.9419,992.0,2.823315118397086,2020,1121.0,3.1904599271402554,35136.0,-0.5837722123089878,False,False,False,85.30872435325603,84.81071572580645
